MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto2;15.anticorr2.tree;15;105;0;13;0.000117;70.372010;70.387000;9817;7775463;7759679;0;654601;htc-cmp001;Wed Mar 22 16:48:50 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto2;15.anticorr1.tree;15;105;0;33;0.000133;44.043312;44.051000;7841;4950708;4934356;0;533393;htc-cmp001;Wed Mar 22 16:48:58 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto1;15.anticorr3.tree;15;105;0;0;0.000107;442.883233;442.925000;27598;32963035;32946645;0;832825;htc-cmp001;Wed Mar 22 16:49:36 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto9;17.anticorr1.tree;17;136;0;46;0.000197;503.141561;503.179000;11664;30924618;30858686;0;2660147;htc-cmp001;Wed Mar 22 16:50:17 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto1;17.anticorr2.tree;17;136;0;26;0.000205;505.392902;505.438000;17871;37857213;37794335;0;3172748;htc-cmp001;Wed Mar 22 16:50:47 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto10;15.anticorr3.tree;15;105;0;0;0.000091;363.215888;363.273000;20788;29153152;29136751;0;811488;htc-cmp001;Wed Mar 22 16:51:08 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto3;17.anticorr2.tree;17;136;0;30;0.000204;686.604373;686.680000;14020;46890422;46826082;0;3199883;htc-cmp001;Wed Mar 22 16:53:30 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto2;17.anticorr1.tree;17;136;0;43;0.000201;417.421061;417.458000;12404;27048493;26983746;0;2691979;htc-cmp001;Wed Mar 22 16:54:16 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto2;15.anticorr3.tree;15;105;0;0;0.000092;397.121603;397.180000;21747;31301664;31285213;0;827080;htc-cmp001;Wed Mar 22 16:54:16 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto9;17.anticorr2.tree;17;136;0;24;0.000169;856.171452;856.033000;19450;55060407;54995717;0;3359361;htc-cmp001;Wed Mar 22 16:56:10 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto10;17.anticorr2.tree;17;136;0;23;0.000167;761.965654;762.077000;21269;54870085;54805167;0;3282627;htc-cmp001;Wed Mar 22 16:56:15 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto4;17.anticorr2.tree;17;136;0;17;0.000167;985.035464;985.158000;20722;62571759;62506006;0;3533822;htc-cmp001;Wed Mar 22 16:58:24 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto2;17.anticorr2.tree;17;136;0;21;0.000162;897.777374;897.882000;17382;58457763;58393268;0;3488188;htc-cmp001;Wed Mar 22 17:01:35 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto3;17.anticorr3.tree;17;136;0;1;0.000136;2098.855740;2099.025000;27509;135277344;135211808;0;4229809;htc-cmp001;Wed Mar 22 17:17:02 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto2;17.anticorr3.tree;17;136;0;1;0.000132;1963.831356;1963.979000;27663;132326018;132260381;0;4183305;htc-cmp001;Wed Mar 22 17:20:38 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto4;17.anticorr3.tree;17;136;0;1;0.000128;2548.749777;2549.044000;26242;155137914;155072303;0;4246381;htc-cmp001;Wed Mar 22 17:24:28 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto10;17.anticorr3.tree;17;136;0;2;0.000126;3443.145791;3443.466000;36450;201104568;201039004;0;4199745;htc-cmp001;Wed Mar 22 17:40:29 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto1;17.anticorr3.tree;17;136;0;1;0.000129;3983.446241;3983.805000;31473;209693808;209628243;0;4283908;htc-cmp001;Wed Mar 22 17:49:04 2023
